No,Loan_No,Loan_Code,Batch,Township,Region_State,Entity Name,Loan_Type,Company_Registration_No,Source
499,,04-190,စတုတ္ထအသုတ်,ဖျာပုံ,ဧရာဝတီတိုင်းဒေသကြီး,ကိုညွန့်ဝင်း ဆားလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
500,,04-191,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,ဦးဖိုးနိုင် ငွေဟင်္သာ ပွဲရုံ၊ နှမ်းအခွံချွတ်၊ နှမ်း ကာလာခွဲ,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
501,,04-192,စတုတ္ထအသုတ်,ဝမ်းတွင်း,မန္တလေးတိုင်းဒေသကြီး,တော်ဝင် အထည်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
502,,04-193,စတုတ္ထအသုတ်,ထားဝယ်,တနင်္သာရီတိုင်းဒေသကြီး,Amara Orchid,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
503,,04-194,စတုတ္ထအသုတ်,မြိတ်,တနင်္သာရီတိုင်းဒေသကြီး,Sun Flower Tissue,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
504,,04-195,စတုတ္ထအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,သိန်းရတနာ ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
505,,04-196,စတုတ္ထအသုတ်,မဟာအောင်မြေ,မန္တလေးတိုင်းဒေသကြီး,တောင်ပေါ်သား  လက်ဖက်ခြောက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
506,,04-197,စတုတ္ထအသုတ်,နတ်မောက်,မကွေးတိုင်းဒေသကြီး,အောင်မိသားစု ဝါကြိတ်စက်နှင့် သီးနှံစုံ ပွဲရုံ,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
507,,04-198,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,ဦးစိုးညွန့် မြေပဲခွဲစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
508,,04-199,စတုတ္ထအသုတ်,မိတ္ထီလာ,မန္တလေးတိုင်းဒေသကြီး,အေး ကြက်သွန်ကြော်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
509,,04-200,စတုတ္ထအသုတ်,တပ်ကုန်း,နေပြည်တော်,ဒေါ်အေး  Mother City,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
510,,04-201,စတုတ္ထအသုတ်,ချမ်းမြသာစည်,မန္တလေးတိုင်းဒေသကြီး,Paragon Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
511,,04-202,စတုတ္ထအသုတ်,ချမ်းအေးသာဇံ,မန္တလေးတိုင်းဒေသကြီး,Golden City Light Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
512,,04-203,စတုတ္ထအသုတ်,ချမ်းအေးသာဇံ,မန္တလေးတိုင်းဒေသကြီး,Hotel 8,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
513,,04-204,စတုတ္ထအသုတ်,ချမ်းအေးသာဇံ,မန္တလေးတိုင်းဒေသကြီး,Gold Yadanar Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
514,,04-205,စတုတ္ထအသုတ်,မဟာအောင်မြေ,မန္တလေးတိုင်းဒေသကြီး,ရွှေနှင်းဆီ ဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
515,,04-206,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,ပြည်ဟိန်းကျော် မြေပဲခွဲစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
516,,04-207,စတုတ္ထအသုတ်,မင်းဘူး,မကွေးတိုင်းဒေသကြီး,ရတနာဖြိုး  ဝါစက်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
517,,04-208,စတုတ္ထအသုတ်,မြဝတီ,ကရင်ပြည်နယ်,အောင် အထည်ချုပ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
518,,04-209,စတုတ္ထအသုတ်,ထားဝယ်,တနင်္သာရီတိုင်းဒေသကြီး,Shin Thant Distribution,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
519,,04-210,စတုတ္ထအသုတ်,ဘားအံ,ကရင်ပြည်နယ်,တော်ဝင်ရတနာ ဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
520,,04-211,စတုတ္ထအသုတ်,မြဝတီ,ကရင်ပြည်နယ်,သီတာစန်း Family အထည်ချုပ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
521,,04-212,စတုတ္ထအသုတ်,မြဝတီ,ကရင်ပြည်နယ်,မြဝတီ ဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
522,,04-213,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,ခိုင်ရွှေဝါ မြေပဲခွဲစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
523,,04-214,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,မေမြတ်နိုး မြေပဲခွဲစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
524,,04-215,စတုတ္ထအသုတ်,အောင်မြေသာစံ,မန္တလေးတိုင်းဒေသကြီး,Bunny အိတ်နှင့်အထည်ချုပ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
525,,04-216,စတုတ္ထအသုတ်,မဟာအောင်မြေ,မန္တလေးတိုင်းဒေသကြီး,"Group 6, BBQ and Resturant",,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
526,,04-217,စတုတ္ထအသုတ်,ပခုက္ကူ,မကွေးတိုင်းဒေသကြီး,ဂျစ်ကား ဖိနပ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
527,,04-218,စတုတ္ထအသုတ်,အောင်မြေသာစံ,မန္တလေးတိုင်းဒေသကြီး,Hotel Iceland,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
528,,04-219,စတုတ္ထအသုတ်,ချမ်းအေးသာဇံ,မန္တလေးတိုင်းဒေသကြီး,မေခ ဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
529,,04-220,စတုတ္ထအသုတ်,မဟာအောင်မြေ,မန္တလေးတိုင်းဒေသကြီး,Shwe Ye Men Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
530,,04-221,စတုတ္ထအသုတ်,မဟာအောင်မြေ,မန္တလေးတိုင်းဒေသကြီး,လင်းနှင့်မောင် ကုမ္ပဏီ,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
531,,04-222,စတုတ္ထအသုတ်,မြိတ်,တနင်္သာရီတိုင်းဒေသကြီး,ပုလဲကမ္ဘာ မုန့်တိုက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
532,,04-223,စတုတ္ထအသုတ်,လွိုင်ကော်,ကယားပြည်နယ်,ပန်းသဇင် ကယားရိုးရာယက်ကန်းလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
533,,04-224,စတုတ္ထအသုတ်,စဉ့်ကိုင်,မန္တလေးတိုင်းဒေသကြီး,ငွေပြည်ဟိန်း  အထည်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
534,,04-225,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,ကျေးမင်း ပွဲရုံနှင့် ပြည့်စုံအောင် ဆီစက်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
535,,04-226,စတုတ္ထအသုတ်,မင်းဘူး,မကွေးတိုင်းဒေသကြီး,ဦးဇော်လတ် ဆီကြိတ် လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
536,,04-227,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,ငွေဇင်ယော် ဆီစက်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
537,,04-228,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,မြတံခွန် K - One,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
538,,04-229,စတုတ္ထအသုတ်,လွိုင်ကော်,ကယားပြည်နယ်,"ဒေးဒေး ""Day Day"" ကယားရိုးရာ ရက်ကန်းလုပ်ငန်း",,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
539,,04-230,စတုတ္ထအသုတ်,ချမ်းအေးသာဇံ,မန္တလေးတိုင်းဒေသကြီး,ငြိမ်းချမ်း ကောင်းကင် ပုံနှိပ်နှင့် စာအုပ်ချုပ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
540,,04-231,စတုတ္ထအသုတ်,မော်လမြိုင်,မွန်ပြည်နယ်,Chancellor 5 ခရီးသွားလုပ်ငန်းနှင့် စားသောက်ဆိုင်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
541,,04-232,စတုတ္ထအသုတ်,ရွှေဘို,စစ်ကိုင်းတိုင်းဒေသကြီး,HE ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
542,,04-233,စတုတ္ထအသုတ်,စစ်ကိုင်း,စစ်ကိုင်းတိုင်းဒေသကြီး,ရွှေပြည့်စုံ ဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
543,,04-234,စတုတ္ထအသုတ်,ကလေး,စစ်ကိုင်းတိုင်းဒေသကြီး,Relax စားသောက်ဆိုင်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
544,,04-235,စတုတ္ထအသုတ်,မုံရွာ,စစ်ကိုင်းတိုင်းဒေသကြီး,စိန်ရတီ ကြာဇံစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
545,,04-236,စတုတ္ထအသုတ်,ပြင်ဦးလွင်,မန္တလေးတိုင်းဒေသကြီး,စိုးစံ မက်မန်းနှင့်သစ်သီးယိုစုံ,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
546,,04-237,စတုတ္ထအသုတ်,အောင်မြေသာစံ,မန္တလေးတိုင်းဒေသကြီး,Mama Quest House,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
547,,04-238,စတုတ္ထအသုတ်,ဘားအံ,ကရင်ပြည်နယ်,Glaxy Motel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
548,,04-239,စတုတ္ထအသုတ်,မြဝတီ,ကရင်ပြည်နယ်,ပိုင် သံပန်းတံခါး အလူမီနီယမ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
549,,04-240,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,အောင်ချမ်းသာ မြေပဲခွဲစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
550,,04-241,စတုတ္ထအသုတ်,ပခုက္ကူ,မကွေးတိုင်းဒေသကြီး,ပြည့်လျှံဖြိုး ဆီကြိတ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
551,,04-242,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,မင်းထက်ကျော် မြေပဲခွဲစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
552,,04-243,စတုတ္ထအသုတ်,အမရပူရ,မန္တလေးတိုင်းဒေသကြီး,ဒေါ်စံပယ်ဖြူ စက်ယက္ကန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
553,,04-244,စတုတ္ထအသုတ်,အမရပူရ,မန္တလေးတိုင်းဒေသကြီး,MA  အုတ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
554,,04-245,စတုတ္ထအသုတ်,သံဖြူဇရပ်,မွန်ပြည်နယ်,Family World Motel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
555,,04-246,စတုတ္ထအသုတ်,ကန်ကြီးထောင့်,ဧရာဝတီတိုင်းဒေသကြီး,တိတ်ဝမ် ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
556,,04-247,စတုတ္ထအသုတ်,ပုသိမ်(ချောင်းသာ),ဧရာဝတီတိုင်းဒေသကြီး,ခင်သက်ဝေ၊ အုန်းသီး အလှဆင်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
557,,04-248,စတုတ္ထအသုတ်,မဟာအောင်မြေ,မန္တလေးတိုင်းဒေသကြီး,ဦးအောင်မြင့်ထွန်း Sanctuary Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
558,,04-249,စတုတ္ထအသုတ်,ဘားအံ,ကရင်ပြည်နယ်,ဝင်း တည်းခိုရိပ်သာ,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
559,,04-250,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,အောင်ပြည့်ဖြိုး မြေပဲခွဲစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
