No,Loan_No,Loan_Code,Batch,Township,Region_State,Entity Name,Loan_Type,Company_Registration_No,Source
935,,05-209,ပဉ္စမအသုတ်,သံတွဲ(ငပလီ),ရခိုင်ပြည်နယ်,Blue Oceanic Bay Resort Hotel ယခင်အမည် - Hotel At The Rock,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
936,,05-210,ပဉ္စမအသုတ်,မရမ်းကုန်း,ရန်ကုန်တိုင်းဒေသကြီး,Hotel 7 Mile,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
937,,05-211,ပဉ္စမအသုတ်,ကမာရွတ်,ရန်ကုန်တိုင်းဒေသကြီး,ABM Company limited Mountain Top Hotel,,184429616,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
938,,05-212,ပဉ္စမအသုတ်,ကျောက်တံတား,ရန်ကုန်တိုင်းဒေသကြီး,Motel @ Yangon Heritage,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
939,,05-213,ပဉ္စမအသုတ်,ဗဟန်း,ရန်ကုန်တိုင်းဒေသကြီး,Platinum Square Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
940,,05-214,ပဉ္စမအသုတ်,ညောင်ရွှေ,ရှမ်းပြည်နယ်,GYPSY INN,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
941,,05-215,ပဉ္စမအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,Hotel Accord,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
942,,05-216,ပဉ္စမအသုတ်,ကမာရွတ်,ရန်ကုန်တိုင်းဒေသကြီး,Asia Milestone Travels & Tours ASIA MILESTONE TRAVEL & TOURS COMPANY LIMITED,,105850972,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
943,,05-217,ပဉ္စမအသုတ်,လမ်းမတော်,ရန်ကုန်တိုင်းဒေသကြီး,"World Connect Travels & Tours Co.,Ltd",,168487452,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
944,,05-218,ပဉ္စမအသုတ်,ညောင်ဦး,မန္တလေးတိုင်းဒေသကြီး,"Nanmar Myanmar BGN CO,.Ltd",,104744273,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
945,,05-219,ပဉ္စမအသုတ်,ကျောက်တံတား,ရန်ကုန်တိုင်းဒေသကြီး,"Bagan Princess International Tourism Co.,Ltd",,113985372,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
946,,05-220,ပဉ္စမအသုတ်,ဗဟန်း,ရန်ကုန်တိုင်းဒေသကြီး,"Asia Central Link Travels & Tours Co.,ltd",,103051142,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
947,,05-221,ပဉ္စမအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,"New Motion Travels and Tours  Co,.Ltd",,178268902,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
948,,05-222,ပဉ္စမအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,"Star Resources Co,.Ltd  Star University Myanmar SUM",,102851544,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
949,,05-223,ပဉ္စမအသုတ်,စစ်တွေ,ရခိုင်ပြည်နယ်,"တော်ဝင်အိမ်မက် ကုမ္ပဏီလီမိတက် Royal Dream Co., Ltd",,111075999,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
950,,05-224,ပဉ္စမအသုတ်,တောင်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,"MTA Myanmar Investment Co,Ltd (M T A (MYANMAR) INVESTMENT COMPANY LIMITED)",,114942766,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
951,,05-225,ပဉ္စမအသုတ်,အလုံ,ရန်ကုန်တိုင်းဒေသကြီး,"Seven United Travels & Tours Co,.Ltd (SEVEN UNITED TRAVEL & TOURS COMPANY LIMITED)",,112444165,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
952,,05-226,ပဉ္စမအသုတ်,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,Autarky Zone A.K.Z အထည်ချုပ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
953,,05-227,ပဉ္စမအသုတ်,ဒဂုံမြို့သစ်(တောင်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,နိုင်သစ္စာ ကုမ္ပဏီလီမိတက် (NAING THITSAR COMPANY LIMITED),,114184926,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
954,,05-228,ပဉ္စမအသုတ်,ဒဂုံမြို့သစ်(တောင်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,မြဧရာ ကုန်ထုတ်လုပ်မှုကုမ္ပဏီလီမိတက် (MYA AYER MANUFACTURING COMPANY LIMITED),,100172011,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
955,,05-229,ပဉ္စမအသုတ်,လှည်းကူး,ရန်ကုန်တိုင်းဒေသကြီး,ဗိုလ်သိုင်း စိုက်ပျိုးမွေးမြူရေး လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
956,,05-230,ပဉ္စမအသုတ်,မှော်ဘီ,ရန်ကုန်တိုင်းဒေသကြီး,"Living Energy Co.,Ltd Bio Purified Drinking Water",,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
957,,05-231,ပဉ္စမအသုတ်,ပန်းဘဲတန်း,ရန်ကုန်တိုင်းဒေသကြီး,မင်းစု ကုမ္ပဏီလီမိတက်,,116446758,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
958,,05-232,ပဉ္စမအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,ဆန်းသစ်ကမ္ဘာ အထည်ချုပ် Hot Spot Export Fashion သပြေတည်းခိုခန်း Hot Style Collection အထည်ဆိုင်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
